0.420000,0.720000
0.720000,0.970000
0.970000,1.410000
1.650000,1.910000
1.910000,1.960000
1.960000,2.070000
2.070000,2.280000
2.280000,2.550000
2.550000,2.855000
2.855000,2.970000
2.970000,3.080000
3.080000,3.250000
3.250000,3.350000
3.350000,3.770000
3.980000,4.310000
4.310000,4.700000
4.700000,4.780000
4.870000,5.070000
5.070000,5.430000
5.430000,5.850000
6.000000,6.240000
6.380000,6.580000
6.580000,6.980000
6.980000,7.080000
7.080000,7.340000
7.340000,7.680000
8.150000,8.260000
8.260000,8.560000
8.560000,8.680000
8.680000,8.990000
8.990000,9.110000
9.110000,9.310000
9.310000,9.590000
9.590000,9.790000
10.450000,10.610000
10.610000,10.880000
10.880000,11.100000
11.100000,11.140000
11.140000,11.550000
11.550000,12.020000
12.020000,12.310000
12.360000,12.520000
12.520000,12.580000
12.580000,12.780000
12.780000,13.040000
13.040000,13.320000
13.320000,13.480000
13.480000,13.590000
13.590000,14.050000
14.180000,14.470000
14.470000,14.690000
14.690000,14.910000
14.910000,15.120000
15.180000,15.470000
15.470000,15.860000
15.860000,16.080000
16.080000,16.280000
16.370000,16.800000
16.960000,17.110000
17.110000,17.300000
17.300000,17.370000
17.370000,17.540000
17.540000,17.720000
17.720000,17.860000
17.860000,18.330000
18.330000,18.400000
18.400000,18.460000
18.460000,18.840000
18.840000,19.270000
