0.030000,0.130000
0.130000,0.200000
0.200000,0.320000
0.320000,0.380000
0.380000,0.420000
0.420000,0.450000
0.450000,1.880000
1.880000,3.220000
3.220000,3.610000
3.610000,4.470000
4.470000,4.850000
4.850000,5.070000
5.070000,5.180000
5.180000,5.670000
5.670000,5.740000
5.740000,6.050000
6.050000,6.790000
6.790000,7.310000
7.310000,7.950000
7.950000,8.410000
8.700000,9.000000
9.000000,9.480000
9.480000,10.080000
10.080000,10.370000
10.370000,10.670000
10.670000,11.090000
11.090000,11.210000
11.210000,11.770000
11.770000,11.810000
11.810000,12.260000
12.260000,12.330000
12.330000,12.460000
12.460000,13.010000
13.010000,13.070000
13.070000,13.130000
13.130000,14.310000
14.310000,14.550000
14.550000,14.620000
14.620000,15.270000
15.270000,15.810000
15.810000,16.230000
16.230000,16.720000
16.720000,17.090000
17.090000,17.150000
17.150000,17.320000
17.320000,17.490000
17.490000,18.010000
18.010000,18.110000
18.110000,18.330000
18.330000,18.570000
18.690000,19.180000
19.180000,20.130000
20.130000,20.520000
20.520000,21.060000
21.060000,21.260000
21.260000,21.540000
21.540000,21.810000
21.810000,22.270000
22.270000,22.380000
22.380000,22.620000
22.620000,22.940000
22.940000,23.120000
23.120000,23.550000
23.550000,23.750000
23.750000,24.240000
24.240000,24.730000
24.730000,24.790000
24.790000,25.180000
25.300000,27.420000
