0.460000,0.730000
0.730000,0.950000
0.950000,1.360000
1.960000,2.240000
2.240000,2.360000
2.360000,2.450000
2.450000,2.680000
2.680000,2.920000
2.920000,3.265000
3.265000,3.450000
3.450000,3.600000
3.600000,3.790000
3.790000,3.850000
3.850000,4.210000
5.160000,5.550000
5.550000,5.950000
5.950000,6.060000
6.060000,6.290000
6.290000,6.590000
6.590000,7.050000
7.510000,7.850000
7.850000,8.090000
8.090000,8.510000
8.510000,8.570000
8.570000,8.770000
8.770000,9.300000
9.800000,9.940000
9.940000,10.220000
10.220000,10.270000
10.270000,10.570000
10.670000,10.780000
10.780000,10.880000
10.880000,11.170000
11.170000,11.830000
12.140000,12.260000
12.260000,12.590000
12.590000,12.790000
12.790000,12.840000
12.840000,13.230000
13.230000,13.670000
13.670000,14.030000
14.160000,14.250000
14.250000,14.300000
14.300000,14.595000
14.595000,14.820000
14.820000,15.170000
15.170000,15.280000
15.280000,15.350000
15.400000,15.870000
16.680000,16.920000
16.920000,17.070000
17.070000,17.390000
17.390000,17.590000
17.590000,17.870000
17.870000,18.070000
18.070000,18.260000
18.260000,18.480000
18.480000,18.970000
18.970000,19.030000
19.030000,19.090000
19.090000,19.220000
19.220000,19.380000
19.380000,19.580000
19.580000,19.790000
19.790000,20.290000
20.290000,20.370000
20.370000,20.430000
20.430000,20.700000
20.700000,21.070000
