0.520000,1.130000
1.130000,1.320000
1.320000,1.800000
2.290000,2.570000
2.570000,2.670000
2.670000,2.770000
2.770000,3.020000
3.020000,3.340000
3.340000,3.610000
3.610000,3.730000
3.730000,3.930000
3.930000,4.170000
4.170000,4.230000
4.230000,4.620000
5.160000,5.590000
5.660000,6.360000
6.420000,6.540000
6.540000,6.950000
7.110000,7.450000
7.520000,7.990000
8.500000,8.890000
8.890000,9.210000
9.520000,10.120000
10.120000,10.220000
10.220000,10.490000
10.490000,10.970000
11.280000,11.410000
11.410000,11.700000
11.700000,11.780000
11.780000,12.110000
12.220000,12.380000
12.380000,12.460000
12.460000,12.730000
12.730000,13.210000
13.680000,13.800000
13.800000,14.070000
14.070000,14.320000
14.320000,14.400000
14.400000,14.730000
14.830000,15.170000
15.170000,15.570000
15.730000,15.850000
15.850000,15.890000
15.890000,16.120000
16.320000,16.490000
16.560000,16.830000
16.830000,16.930000
16.930000,17.030000
17.030000,17.420000
17.950000,18.190000
18.190000,18.440000
18.440000,18.800000
18.800000,19.130000
19.130000,19.480000
19.550000,19.790000
19.790000,20.110000
20.110000,20.380000
20.380000,20.890000
21.260000,21.680000
21.680000,21.950000
21.950000,22.160000
22.160000,22.370000
22.370000,22.580000
22.580000,22.770000
22.770000,23.400000
23.450000,23.530000
23.530000,23.630000
23.630000,23.880000
23.880000,24.210000
