1.880000,2.190000
2.250000,2.610000
2.990000,3.490000
4.040000,4.940000
5.070000,5.320000
5.320000,5.710000
5.710000,6.150000
6.150000,6.460000
6.460000,6.940000
7.270000,7.500000
7.640000,7.940000
8.420000,8.890000
8.890000,9.030000
9.030000,9.420000
10.060000,10.410000
10.510000,10.960000
10.960000,11.390000
11.550000,12.000000
12.140000,12.570000
12.630000,12.890000
13.870000,14.170000
14.280000,14.600000
14.840000,15.620000
15.710000,16.010000
16.140000,16.540000
16.540000,17.030000
17.030000,17.630000
18.170000,18.570000
18.910000,19.010000
19.010000,19.360000
19.510000,19.780000
19.780000,20.070000
20.070000,20.660000
20.760000,21.020000
21.700000,21.960000
21.960000,22.530000
22.870000,23.260000
23.260000,23.450000
23.530000,23.990000
24.340000,24.910000
24.910000,25.370000
25.800000,26.050000
26.050000,26.210000
26.210000,26.490000
26.490000,26.960000
26.960000,27.270000
27.760000,28.170000
29.010000,29.380000
29.380000,30.100000
30.600000,30.910000
30.910000,31.360000
31.590000,32.110000
32.630000,33.040000
33.040000,33.580000
33.580000,34.160000
34.160000,34.770000
34.770000,35.240000
35.240000,35.620000
35.920000,36.230000
36.230000,36.580000
36.580000,37.010000
37.250000,37.610000
37.610000,38.180000
38.240000,38.540000
38.870000,39.400000
39.680000,40.040000
40.040000,40.230000
40.230000,40.710000
40.710000,41.270000
