0.530000,0.800000
0.800000,1.110000
1.200000,1.570000
1.670000,2.000000
2.000000,2.130000
2.130000,2.210000
2.210000,2.480000
2.480000,2.690000
2.780000,3.110000
3.110000,3.300000
3.300000,3.680000
3.740000,3.880000
3.880000,4.000000
4.000000,4.420000
4.810000,5.050000
5.100000,5.510000
5.510000,5.640000
5.730000,5.900000
5.900000,6.160000
6.160000,6.650000
6.650000,6.960000
6.960000,7.200000
7.200000,7.620000
7.620000,7.860000
7.860000,8.040000
8.040000,8.310000
8.310000,8.730000
8.730000,8.970000
8.970000,9.040000
9.130000,9.520000
9.520000,9.600000
9.600000,9.720000
9.720000,9.970000
9.970000,10.320000
10.510000,11.010000
11.010000,11.270000
11.270000,11.420000
11.420000,11.520000
11.520000,11.870000
11.870000,12.380000
12.380000,12.810000
12.810000,12.965000
12.965000,13.050000
13.050000,13.310000
13.310000,13.480000
13.600000,13.680000
13.680000,13.720000
13.720000,13.850000
13.850000,14.520000
14.600000,14.730000
14.730000,14.960000
15.410000,15.760000
16.290000,16.500000
16.580000,16.770000
16.770000,17.250000
17.250000,17.540000
17.540000,17.760000
17.760000,18.180000
18.180000,18.420000
18.420000,18.520000
18.520000,18.640000
18.640000,18.850000
18.850000,19.090000
19.090000,19.290000
19.290000,19.630000
19.630000,19.710000
19.710000,19.810000
19.960000,20.240000
20.240000,20.650000
